points,cells,social_info,unique_rounds,env_number,gender,soc_info_round,gempresent,round,tot_points,gem,trial,cell,x,y,group,uniqueID,round_gem_found,gem_found,social_info_use,performance_group,performance_group_f,demonstrator,demo_type
50.0,7.0,6.0,27,4.0,2.0,408.0,0.0,3,521,0.0,20,6.0,6.0,0.0,adult,11,,0,copy,2,medium,408.0,no_gem
46.0,7.0,6.0,27,4.0,2.0,408.0,0.0,3,521,0.0,21,6.0,6.0,0.0,adult,11,,0,copy,2,medium,408.0,no_gem
51.0,7.0,6.0,27,4.0,2.0,408.0,0.0,3,521,0.0,22,6.0,6.0,0.0,adult,11,,0,copy,2,medium,408.0,no_gem
57.0,7.0,6.0,27,4.0,2.0,408.0,0.0,3,521,0.0,23,6.0,6.0,0.0,adult,11,,0,copy,2,medium,408.0,no_gem
43.0,7.0,6.0,27,4.0,2.0,408.0,0.0,3,521,0.0,24,6.0,6.0,0.0,adult,11,,0,copy,2,medium,408.0,no_gem
46.0,7.0,6.0,27,4.0,2.0,408.0,0.0,3,521,0.0,25,6.0,6.0,0.0,adult,11,,0,copy,2,medium,408.0,no_gem
-11.0,30.0,61.0,28,1.0,2.0,921.0,0.0,4,732,0.0,1,29.0,5.0,3.0,adult,11,,0,ignore,3,high,921.0,no_gem
9.0,62.0,27.0,28,1.0,2.0,921.0,0.0,4,732,0.0,2,61.0,5.0,7.0,adult,11,,0,ignore,3,high,921.0,no_gem
-31.0,63.0,31.0,28,1.0,2.0,921.0,0.0,4,732,0.0,3,62.0,6.0,7.0,adult,11,,0,ignore,3,high,921.0,no_gem
48.0,38.0,38.0,28,1.0,2.0,921.0,0.0,4,732,0.0,4,37.0,5.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
-49.0,39.0,39.0,28,1.0,2.0,921.0,0.0,4,732,0.0,5,38.0,6.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
26.0,40.0,47.0,28,1.0,2.0,921.0,0.0,4,732,0.0,6,39.0,7.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
-49.0,48.0,14.0,28,1.0,2.0,921.0,0.0,4,732,0.0,7,47.0,7.0,5.0,adult,11,,0,ignore,3,high,921.0,no_gem
36.0,32.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,8,31.0,7.0,3.0,adult,11,,0,ignore,3,high,921.0,no_gem
35.0,32.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,9,31.0,7.0,3.0,adult,11,,0,ignore,3,high,921.0,no_gem
37.0,32.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,10,31.0,7.0,3.0,adult,11,,0,ignore,3,high,921.0,no_gem
66.0,12.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,11,11.0,3.0,1.0,adult,11,,0,copy,3,high,921.0,no_gem
58.0,12.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,12,11.0,3.0,1.0,adult,11,,0,copy,3,high,921.0,no_gem
35.0,12.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,13,11.0,3.0,1.0,adult,11,,0,copy,3,high,921.0,no_gem
44.0,38.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,14,37.0,5.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
59.0,38.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,15,37.0,5.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
55.0,38.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,16,37.0,5.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
44.0,38.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,17,37.0,5.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
46.0,38.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,18,37.0,5.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
48.0,38.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,19,37.0,5.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
-44.0,35.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,20,34.0,2.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
56.0,38.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,21,37.0,5.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
53.0,38.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,22,37.0,5.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
58.0,38.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,23,37.0,5.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
50.0,38.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,24,37.0,5.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
53.0,38.0,11.0,28,1.0,2.0,921.0,0.0,4,732,0.0,25,37.0,5.0,4.0,adult,11,,0,ignore,3,high,921.0,no_gem
45.0,32.0,28.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,1,31.0,7.0,3.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
39.0,32.0,64.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,2,31.0,7.0,3.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
38.0,32.0,40.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,3,31.0,7.0,3.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
59.0,32.0,41.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,4,31.0,7.0,3.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
57.0,32.0,13.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,5,31.0,7.0,3.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
55.0,32.0,8.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,6,31.0,7.0,3.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
53.0,32.0,40.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,7,31.0,7.0,3.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
31.0,32.0,40.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,8,31.0,7.0,3.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
57.0,41.0,40.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,9,40.0,0.0,5.0,adult,11,21.0,1,copy,2,medium,343.0,gem_found
55.0,41.0,40.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,10,40.0,0.0,5.0,adult,11,21.0,1,copy,2,medium,343.0,gem_found
48.0,41.0,40.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,11,40.0,0.0,5.0,adult,11,21.0,1,copy,2,medium,343.0,gem_found
59.0,41.0,40.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,12,40.0,0.0,5.0,adult,11,21.0,1,copy,2,medium,343.0,gem_found
49.0,41.0,25.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,13,40.0,0.0,5.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
49.0,41.0,51.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,14,40.0,0.0,5.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
57.0,41.0,44.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,15,40.0,0.0,5.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
52.0,41.0,58.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,16,40.0,0.0,5.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
55.0,41.0,57.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,17,40.0,0.0,5.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
54.0,41.0,57.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,18,40.0,0.0,5.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
47.0,41.0,57.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,19,40.0,0.0,5.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
49.0,41.0,57.0,29,10.0,2.0,343.0,1.0,5,2332,0.0,20,40.0,0.0,5.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
274.0,58.0,57.0,29,10.0,2.0,343.0,1.0,5,2332,1.0,21,57.0,1.0,7.0,adult,11,21.0,1,copy,2,medium,343.0,gem_found
263.0,58.0,57.0,29,10.0,2.0,343.0,1.0,5,2332,1.0,22,57.0,1.0,7.0,adult,11,21.0,1,copy,2,medium,343.0,gem_found
255.0,58.0,57.0,29,10.0,2.0,343.0,1.0,5,2332,1.0,23,57.0,1.0,7.0,adult,11,21.0,1,copy,2,medium,343.0,gem_found
245.0,58.0,57.0,29,10.0,2.0,343.0,1.0,5,2332,1.0,24,57.0,1.0,7.0,adult,11,21.0,1,copy,2,medium,343.0,gem_found
287.0,58.0,58.0,29,10.0,2.0,343.0,1.0,5,2332,1.0,25,57.0,1.0,7.0,adult,11,21.0,1,ignore,2,medium,343.0,gem_found
29.0,31.0,11.0,30,5.0,2.0,1625.0,1.0,6,4475,0.0,1,30.0,6.0,3.0,adult,11,9.0,1,ignore,3,high,1625.0,gem_found
23.0,12.0,34.0,30,5.0,2.0,1625.0,1.0,6,4475,0.0,2,11.0,3.0,1.0,adult,11,9.0,1,ignore,3,high,1625.0,gem_found
23.0,35.0,54.0,30,5.0,2.0,1625.0,1.0,6,4475,0.0,3,34.0,2.0,4.0,adult,11,9.0,1,ignore,3,high,1625.0,gem_found
-45.0,55.0,44.0,30,5.0,2.0,1625.0,1.0,6,4475,0.0,4,54.0,6.0,6.0,adult,11,9.0,1,ignore,3,high,1625.0,gem_found
19.0,31.0,22.0,30,5.0,2.0,1625.0,1.0,6,4475,0.0,5,30.0,6.0,3.0,adult,11,9.0,1,ignore,3,high,1625.0,gem_found
23.0,35.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,0.0,6,34.0,2.0,4.0,adult,11,9.0,1,ignore,3,high,1625.0,gem_found
21.0,35.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,0.0,7,34.0,2.0,4.0,adult,11,9.0,1,ignore,3,high,1625.0,gem_found
5.0,12.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,0.0,8,11.0,3.0,1.0,adult,11,9.0,1,ignore,3,high,1625.0,gem_found
253.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,9,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
249.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,10,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
264.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,11,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
242.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,12,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
244.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,13,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
254.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,14,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
269.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,15,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
271.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,16,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
251.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,17,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
267.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,18,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
247.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,19,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
271.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,20,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
260.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,21,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
253.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,22,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
260.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,23,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
263.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,24,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
259.0,21.0,20.0,30,5.0,2.0,1625.0,1.0,6,4475,1.0,25,20.0,4.0,2.0,adult,11,9.0,1,copy,3,high,1625.0,gem_found
-24.0,19.0,28.0,31,6.0,2.0,335.0,1.0,7,3581,0.0,1,18.0,2.0,2.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
20.0,28.0,50.0,31,6.0,2.0,335.0,1.0,7,3581,0.0,2,27.0,3.0,3.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
35.0,50.0,30.0,31,6.0,2.0,335.0,1.0,7,3581,0.0,3,49.0,1.0,6.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
-49.0,30.0,53.0,31,6.0,2.0,335.0,1.0,7,3581,0.0,4,29.0,5.0,3.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
10.0,53.0,51.0,31,6.0,2.0,335.0,1.0,7,3581,0.0,5,52.0,4.0,6.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
45.0,50.0,45.0,31,6.0,2.0,335.0,1.0,7,3581,0.0,6,49.0,1.0,6.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
34.0,50.0,21.0,31,6.0,2.0,335.0,1.0,7,3581,0.0,7,49.0,1.0,6.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
28.0,50.0,17.0,31,6.0,2.0,335.0,1.0,7,3581,0.0,8,49.0,1.0,6.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
37.0,50.0,35.0,31,6.0,2.0,335.0,1.0,7,3581,0.0,9,49.0,1.0,6.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
28.0,50.0,55.0,31,6.0,2.0,335.0,1.0,7,3581,0.0,10,49.0,1.0,6.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
41.0,50.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,0.0,11,49.0,1.0,6.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
40.0,50.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,0.0,12,49.0,1.0,6.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
270.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,13,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
247.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,14,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
252.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,15,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
258.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,16,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
259.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,17,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
270.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,18,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
257.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,19,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
246.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,20,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
266.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,21,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
252.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,22,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
262.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,23,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
241.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,24,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
256.0,60.0,60.0,31,6.0,2.0,335.0,1.0,7,3581,1.0,25,59.0,3.0,7.0,adult,11,13.0,1,ignore,3,high,335.0,gem_found
-26.0,27.0,22.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,1,26.0,2.0,3.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
-2.0,23.0,35.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,2,22.0,6.0,2.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
16.0,36.0,37.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,3,35.0,3.0,4.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
-4.0,38.0,52.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,4,37.0,5.0,4.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
5.0,36.0,19.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,5,35.0,3.0,4.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
22.0,36.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,6,35.0,3.0,4.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
1.0,36.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,7,35.0,3.0,4.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
51.0,35.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,8,34.0,2.0,4.0,adult,11,20.0,1,copy,2,medium,1650.0,gem_not_found
51.0,35.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,9,34.0,2.0,4.0,adult,11,20.0,1,copy,2,medium,1650.0,gem_not_found
50.0,35.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,10,34.0,2.0,4.0,adult,11,20.0,1,copy,2,medium,1650.0,gem_not_found
44.0,10.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,11,9.0,1.0,1.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
20.0,11.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,12,10.0,2.0,1.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
-36.0,18.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,13,17.0,1.0,2.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
49.0,35.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,14,34.0,2.0,4.0,adult,11,20.0,1,copy,2,medium,1650.0,gem_not_found
52.0,35.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,15,34.0,2.0,4.0,adult,11,20.0,1,copy,2,medium,1650.0,gem_not_found
52.0,35.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,16,34.0,2.0,4.0,adult,11,20.0,1,copy,2,medium,1650.0,gem_not_found
50.0,35.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,17,34.0,2.0,4.0,adult,11,20.0,1,copy,2,medium,1650.0,gem_not_found
50.0,35.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,18,34.0,2.0,4.0,adult,11,20.0,1,copy,2,medium,1650.0,gem_not_found
52.0,35.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,0.0,19,34.0,2.0,4.0,adult,11,20.0,1,copy,2,medium,1650.0,gem_not_found
263.0,64.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,1.0,20,63.0,7.0,7.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
261.0,64.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,1.0,21,63.0,7.0,7.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
262.0,64.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,1.0,22,63.0,7.0,7.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
262.0,64.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,1.0,23,63.0,7.0,7.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
261.0,64.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,1.0,24,63.0,7.0,7.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
263.0,64.0,34.0,32,9.0,2.0,1650.0,1.0,8,2069,1.0,25,63.0,7.0,7.0,adult,11,20.0,1,ignore,2,medium,1650.0,gem_not_found
40.0,26.0,17.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,1,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
52.0,26.0,59.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,2,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
48.0,26.0,39.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,3,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
58.0,26.0,28.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,4,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
46.0,26.0,22.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,5,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
52.0,26.0,6.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,6,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
48.0,26.0,2.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,7,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
58.0,26.0,34.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,8,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
44.0,26.0,41.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,9,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
45.0,26.0,55.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,10,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
51.0,26.0,55.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,11,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
33.0,56.0,55.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,12,55.0,7.0,6.0,adult,11,,0,copy,2,medium,1434.0,gem_not_found
41.0,32.0,55.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,13,31.0,7.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
-11.0,40.0,55.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,14,39.0,7.0,4.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
-50.0,63.0,55.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,15,62.0,6.0,7.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
20.0,59.0,55.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,16,58.0,2.0,7.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
21.0,43.0,52.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,17,42.0,2.0,5.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
50.0,53.0,52.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,18,52.0,4.0,6.0,adult,11,,0,copy,2,medium,1434.0,gem_not_found
56.0,26.0,52.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,19,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
43.0,26.0,52.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,20,25.0,1.0,3.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
-21.0,12.0,52.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,21,11.0,3.0,1.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
-50.0,13.0,52.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,22,12.0,4.0,1.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
8.0,14.0,52.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,23,13.0,5.0,1.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
-21.0,15.0,52.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,24,14.0,6.0,1.0,adult,11,,0,ignore,2,medium,1434.0,gem_not_found
50.0,53.0,52.0,33,12.0,2.0,1434.0,1.0,9,711,0.0,25,52.0,4.0,6.0,adult,11,,0,copy,2,medium,1434.0,gem_not_found
10.0,19.0,64.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,1,18.0,2.0,2.0,adult,11,,0,ignore,3,high,2195.0,never_exploit
-21.0,1.0,57.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,2,0.0,0.0,0.0,adult,11,,0,ignore,3,high,2195.0,never_exploit
30.0,19.0,8.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,3,18.0,2.0,2.0,adult,11,,0,ignore,3,high,2195.0,never_exploit
7.0,19.0,8.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,4,18.0,2.0,2.0,adult,11,,0,ignore,3,high,2195.0,never_exploit
3.0,9.0,8.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,5,8.0,0.0,1.0,adult,11,,0,copy,3,high,2195.0,never_exploit
39.0,19.0,21.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,6,18.0,2.0,2.0,adult,11,,0,ignore,3,high,2195.0,never_exploit
54.0,22.0,21.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,7,21.0,5.0,2.0,adult,11,,0,copy,3,high,2195.0,never_exploit
59.0,22.0,21.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,8,21.0,5.0,2.0,adult,11,,0,copy,3,high,2195.0,never_exploit
48.0,22.0,21.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,9,21.0,5.0,2.0,adult,11,,0,copy,3,high,2195.0,never_exploit
-21.0,40.0,21.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,10,39.0,7.0,4.0,adult,11,,0,ignore,3,high,2195.0,never_exploit
-16.0,32.0,21.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,11,31.0,7.0,3.0,adult,11,,0,ignore,3,high,2195.0,never_exploit
-50.0,24.0,21.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,12,23.0,7.0,2.0,adult,11,,0,ignore,3,high,2195.0,never_exploit
56.0,22.0,18.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,13,21.0,5.0,2.0,adult,11,,0,ignore,3,high,2195.0,never_exploit
59.0,22.0,18.0,34,2.0,2.0,2195.0,0.0,10,819,0.0,14,21.0,5.0,2.0,adult,11,,0,ignore,3,high,2195.0,never_exploit
