points,cells,social_info,unique_rounds,env_number,gender,soc_info_round,gempresent,round,tot_points,gem,trial,cell,x,y,group,uniqueID,round_gem_found,gem_found,social_info_use,performance_group,performance_group_f,demonstrator,demo_type
28.0,13.0,27.0,1,10.0,2.0,795.0,1.0,1,39,0.0,1,12.0,4.0,1.0,adult,1,,0,ignore,1,low,795.0,gem_found
34.0,13.0,27.0,1,10.0,2.0,795.0,1.0,1,39,0.0,2,12.0,4.0,1.0,adult,1,,0,ignore,1,low,795.0,gem_found
28.0,13.0,27.0,1,10.0,2.0,795.0,1.0,1,39,0.0,3,12.0,4.0,1.0,adult,1,,0,ignore,1,low,795.0,gem_found
50.0,20.0,27.0,1,10.0,2.0,795.0,1.0,1,39,0.0,4,19.0,3.0,2.0,adult,1,,0,ignore,1,low,795.0,gem_found
-51.0,19.0,27.0,1,10.0,2.0,795.0,1.0,1,39,0.0,5,18.0,2.0,2.0,adult,1,,0,ignore,1,low,795.0,gem_found
21.0,27.0,27.0,1,10.0,2.0,795.0,1.0,1,39,0.0,6,26.0,2.0,3.0,adult,1,,0,ignore,1,low,795.0,gem_found
-31.0,63.0,27.0,1,10.0,2.0,795.0,1.0,1,39,0.0,7,62.0,6.0,7.0,adult,1,,0,ignore,1,low,795.0,gem_found
-22.0,11.0,27.0,1,10.0,2.0,795.0,1.0,1,39,0.0,8,10.0,2.0,1.0,adult,1,,0,ignore,1,low,795.0,gem_found
-1.0,28.0,27.0,1,10.0,2.0,795.0,1.0,1,39,0.0,9,27.0,3.0,3.0,adult,1,,0,copy,1,low,795.0,gem_found
23.0,36.0,27.0,1,10.0,2.0,795.0,1.0,1,39,0.0,10,35.0,3.0,4.0,adult,1,,0,ignore,1,low,795.0,gem_found
-25.0,22.0,22.0,1,10.0,2.0,795.0,1.0,1,39,0.0,11,21.0,5.0,2.0,adult,1,,0,ignore,1,low,795.0,gem_found
-44.0,34.0,30.0,1,10.0,2.0,795.0,1.0,1,39,0.0,12,33.0,1.0,4.0,adult,1,,0,ignore,1,low,795.0,gem_found
-35.0,32.0,46.0,1,10.0,2.0,795.0,1.0,1,39,0.0,13,31.0,7.0,3.0,adult,1,,0,ignore,1,low,795.0,gem_found
36.0,43.0,46.0,1,10.0,2.0,795.0,1.0,1,39,0.0,14,42.0,2.0,5.0,adult,1,,0,ignore,1,low,795.0,gem_found
52.0,29.0,22.0,1,10.0,2.0,795.0,1.0,1,39,0.0,15,28.0,4.0,3.0,adult,1,,0,ignore,1,low,795.0,gem_found
54.0,53.0,45.0,1,10.0,2.0,795.0,1.0,1,39,0.0,16,52.0,4.0,6.0,adult,1,,0,ignore,1,low,795.0,gem_found
22.0,44.0,45.0,1,10.0,2.0,795.0,1.0,1,39,0.0,17,43.0,3.0,5.0,adult,1,,0,ignore,1,low,795.0,gem_found
-18.0,35.0,45.0,1,10.0,2.0,795.0,1.0,1,39,0.0,18,34.0,2.0,4.0,adult,1,,0,ignore,1,low,795.0,gem_found
6.0,26.0,45.0,1,10.0,2.0,795.0,1.0,1,39,0.0,19,25.0,1.0,3.0,adult,1,,0,ignore,1,low,795.0,gem_found
-58.0,4.0,45.0,1,10.0,2.0,795.0,1.0,1,39,0.0,20,3.0,3.0,0.0,adult,1,,0,ignore,1,low,795.0,gem_found
-13.0,46.0,45.0,1,10.0,2.0,795.0,1.0,1,39,0.0,21,45.0,5.0,5.0,adult,1,,0,copy,1,low,795.0,gem_found
2.0,54.0,45.0,1,10.0,2.0,795.0,1.0,1,39,0.0,22,53.0,5.0,6.0,adult,1,,0,ignore,1,low,795.0,gem_found
4.0,39.0,45.0,1,10.0,2.0,795.0,1.0,1,39,0.0,23,38.0,6.0,4.0,adult,1,,0,ignore,1,low,795.0,gem_found
34.0,47.0,45.0,1,10.0,2.0,795.0,1.0,1,39,0.0,24,46.0,6.0,5.0,adult,1,,0,ignore,1,low,795.0,gem_found
-57.0,30.0,45.0,1,10.0,2.0,795.0,1.0,1,39,0.0,25,29.0,5.0,3.0,adult,1,,0,ignore,1,low,795.0,gem_found
-24.0,11.0,45.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,1,10.0,2.0,1.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
11.0,45.0,54.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,2,44.0,4.0,5.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
-55.0,36.0,46.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,3,35.0,3.0,4.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
0.0,37.0,47.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,4,36.0,4.0,4.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
23.0,45.0,48.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,5,44.0,4.0,5.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
-57.0,29.0,55.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,6,28.0,4.0,3.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
15.0,47.0,39.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,7,46.0,6.0,5.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
-7.0,39.0,38.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,8,38.0,6.0,4.0,adult,1,18.0,1,copy,2,medium,1912.0,gem_found
-19.0,54.0,30.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,9,53.0,5.0,6.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
-50.0,30.0,37.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,10,29.0,5.0,3.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
49.0,40.0,53.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,11,39.0,7.0,4.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
12.0,48.0,61.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,12,47.0,7.0,5.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
-17.0,56.0,52.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,13,55.0,7.0,6.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
-16.0,55.0,60.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,14,54.0,6.0,6.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
-21.0,32.0,60.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,15,31.0,7.0,3.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
1.0,51.0,60.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,16,50.0,2.0,6.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
26.0,42.0,60.0,2,6.0,2.0,1912.0,1.0,2,1927,0.0,17,41.0,1.0,5.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
264.0,60.0,60.0,2,6.0,2.0,1912.0,1.0,2,1927,1.0,18,59.0,3.0,7.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
255.0,60.0,60.0,2,6.0,2.0,1912.0,1.0,2,1927,1.0,19,59.0,3.0,7.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
245.0,60.0,60.0,2,6.0,2.0,1912.0,1.0,2,1927,1.0,20,59.0,3.0,7.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
257.0,60.0,60.0,2,6.0,2.0,1912.0,1.0,2,1927,1.0,21,59.0,3.0,7.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
265.0,60.0,60.0,2,6.0,2.0,1912.0,1.0,2,1927,1.0,22,59.0,3.0,7.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
269.0,60.0,60.0,2,6.0,2.0,1912.0,1.0,2,1927,1.0,23,59.0,3.0,7.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
260.0,60.0,60.0,2,6.0,2.0,1912.0,1.0,2,1927,1.0,24,59.0,3.0,7.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
241.0,60.0,60.0,2,6.0,2.0,1912.0,1.0,2,1927,1.0,25,59.0,3.0,7.0,adult,1,18.0,1,ignore,2,medium,1912.0,gem_found
-49.0,20.0,28.0,3,9.0,2.0,504.0,1.0,3,962,0.0,1,19.0,3.0,2.0,adult,1,,0,ignore,3,high,504.0,gem_not_found
-8.0,29.0,36.0,3,9.0,2.0,504.0,1.0,3,962,0.0,2,28.0,4.0,3.0,adult,1,,0,ignore,3,high,504.0,gem_not_found
14.0,34.0,29.0,3,9.0,2.0,504.0,1.0,3,962,0.0,3,33.0,1.0,4.0,adult,1,,0,ignore,3,high,504.0,gem_not_found
33.0,41.0,37.0,3,9.0,2.0,504.0,1.0,3,962,0.0,4,40.0,0.0,5.0,adult,1,,0,ignore,3,high,504.0,gem_not_found
36.0,49.0,11.0,3,9.0,2.0,504.0,1.0,3,962,0.0,5,48.0,0.0,6.0,adult,1,,0,ignore,3,high,504.0,gem_not_found
-21.0,57.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,6,56.0,0.0,7.0,adult,1,,0,ignore,3,high,504.0,gem_not_found
29.0,33.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,7,32.0,0.0,4.0,adult,1,,0,ignore,3,high,504.0,gem_not_found
59.0,49.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,8,48.0,0.0,6.0,adult,1,,0,ignore,3,high,504.0,gem_not_found
41.0,49.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,9,48.0,0.0,6.0,adult,1,,0,ignore,3,high,504.0,gem_not_found
39.0,49.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,10,48.0,0.0,6.0,adult,1,,0,ignore,3,high,504.0,gem_not_found
59.0,49.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,11,48.0,0.0,6.0,adult,1,,0,ignore,3,high,504.0,gem_not_found
41.0,49.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,12,48.0,0.0,6.0,adult,1,,0,ignore,3,high,504.0,gem_not_found
57.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,13,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
50.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,14,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
63.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,15,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
41.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,16,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
47.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,17,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
65.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,18,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
48.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,19,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
40.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,20,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
60.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,21,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
53.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,22,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
63.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,23,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
65.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,24,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
37.0,52.0,51.0,3,9.0,2.0,504.0,1.0,3,962,0.0,25,51.0,3.0,6.0,adult,1,,0,copy,3,high,504.0,gem_not_found
-1.0,20.0,37.0,4,5.0,2.0,905.0,1.0,4,5794,0.0,1,19.0,3.0,2.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
232.0,11.0,37.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,2,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
256.0,11.0,34.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,3,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
235.0,11.0,34.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,4,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
249.0,11.0,34.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,5,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
235.0,11.0,34.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,6,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
242.0,11.0,34.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,7,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
251.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,8,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
227.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,9,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
236.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,10,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
247.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,11,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
244.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,12,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
244.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,13,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
230.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,14,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
253.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,15,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
228.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,16,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
252.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,17,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
229.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,18,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
236.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,19,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
245.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,20,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
253.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,21,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
253.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,22,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
238.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,23,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
232.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,24,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
248.0,11.0,20.0,4,5.0,2.0,905.0,1.0,4,5794,1.0,25,10.0,2.0,1.0,adult,1,2.0,1,ignore,3,high,905.0,gem_found
23.0,20.0,22.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,1,19.0,3.0,2.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
-44.0,23.0,35.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,2,22.0,6.0,2.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
-63.0,12.0,45.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,3,11.0,3.0,1.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
-49.0,28.0,19.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,4,27.0,3.0,3.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
22.0,1.0,15.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,5,0.0,0.0,0.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
-36.0,9.0,50.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,6,8.0,0.0,1.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
44.0,8.0,51.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,7,7.0,7.0,0.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
46.0,8.0,43.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,8,7.0,7.0,0.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
17.0,8.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,9,7.0,7.0,0.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
17.0,8.0,25.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,10,7.0,7.0,0.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
-21.0,26.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,11,25.0,1.0,3.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
-49.0,57.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,12,56.0,0.0,7.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
-12.0,64.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,13,63.0,7.0,7.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
-27.0,54.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,14,53.0,5.0,6.0,adult,1,,0,ignore,2,medium,1599.0,no_gem
42.0,35.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,15,34.0,2.0,4.0,adult,1,,0,copy,2,medium,1599.0,no_gem
40.0,35.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,16,34.0,2.0,4.0,adult,1,,0,copy,2,medium,1599.0,no_gem
44.0,35.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,17,34.0,2.0,4.0,adult,1,,0,copy,2,medium,1599.0,no_gem
41.0,35.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,18,34.0,2.0,4.0,adult,1,,0,copy,2,medium,1599.0,no_gem
52.0,35.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,19,34.0,2.0,4.0,adult,1,,0,copy,2,medium,1599.0,no_gem
42.0,35.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,20,34.0,2.0,4.0,adult,1,,0,copy,2,medium,1599.0,no_gem
47.0,35.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,21,34.0,2.0,4.0,adult,1,,0,copy,2,medium,1599.0,no_gem
46.0,35.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,22,34.0,2.0,4.0,adult,1,,0,copy,2,medium,1599.0,no_gem
56.0,35.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,23,34.0,2.0,4.0,adult,1,,0,copy,2,medium,1599.0,no_gem
49.0,35.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,24,34.0,2.0,4.0,adult,1,,0,copy,2,medium,1599.0,no_gem
58.0,35.0,34.0,5,3.0,2.0,1599.0,0.0,5,385,0.0,25,34.0,2.0,4.0,adult,1,,0,copy,2,medium,1599.0,no_gem
23.0,21.0,16.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,1,20.0,4.0,2.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
47.0,27.0,41.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,2,26.0,2.0,3.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
57.0,27.0,5.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,3,26.0,2.0,3.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
58.0,27.0,9.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,4,26.0,2.0,3.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
54.0,27.0,9.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,5,26.0,2.0,3.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
42.0,27.0,9.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,6,26.0,2.0,3.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
22.0,9.0,9.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,7,8.0,0.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
62.0,27.0,9.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,8,26.0,2.0,3.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
50.0,27.0,9.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,9,26.0,2.0,3.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
57.0,27.0,16.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,10,26.0,2.0,3.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
50.0,27.0,16.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,11,26.0,2.0,3.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
50.0,27.0,16.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,12,26.0,2.0,3.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
50.0,16.0,16.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,13,15.0,7.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
38.0,27.0,16.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,14,26.0,2.0,3.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
51.0,16.0,16.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,15,15.0,7.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
51.0,16.0,45.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,16,15.0,7.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
51.0,16.0,20.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,17,15.0,7.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
50.0,16.0,1.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,18,15.0,7.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
50.0,16.0,7.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,19,15.0,7.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
51.0,16.0,16.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,20,15.0,7.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
48.0,16.0,16.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,21,15.0,7.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
48.0,16.0,39.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,22,15.0,7.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
50.0,16.0,60.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,23,15.0,7.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
48.0,16.0,35.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,24,15.0,7.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
51.0,16.0,16.0,6,8.0,2.0,1639.0,1.0,6,1209,0.0,25,15.0,7.0,1.0,adult,1,,0,ignore,3,high,1639.0,never_exploit
51.0,21.0,24.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,1,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
50.0,21.0,45.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,2,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
49.0,21.0,8.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,3,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
51.0,21.0,15.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,4,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
49.0,21.0,22.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,5,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
49.0,21.0,29.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,6,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
52.0,21.0,1.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,7,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
50.0,21.0,10.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,8,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
51.0,21.0,57.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,9,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
51.0,21.0,33.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,10,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
51.0,21.0,25.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,11,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
48.0,21.0,13.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,12,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
49.0,21.0,6.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,13,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
50.0,21.0,48.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,14,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
49.0,21.0,55.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,15,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
51.0,21.0,6.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,16,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
49.0,21.0,6.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,17,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
52.0,21.0,6.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,18,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
55.0,7.0,6.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,19,6.0,6.0,0.0,adult,1,,0,copy,3,high,408.0,no_gem
54.0,7.0,6.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,20,6.0,6.0,0.0,adult,1,,0,copy,3,high,408.0,no_gem
40.0,7.0,6.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,21,6.0,6.0,0.0,adult,1,,0,copy,3,high,408.0,no_gem
51.0,21.0,6.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,22,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
49.0,21.0,6.0,7,4.0,2.0,408.0,0.0,7,1253,0.0,23,20.0,4.0,2.0,adult,1,,0,ignore,3,high,408.0,no_gem
